Year,Month,Day,Cases,
1960,8,11,133,11/8/1960
1960,8,18,114,18/8/1960
1960,8,25,80,25/8/1960
1960,9,1,61,1/9/1960
1960,9,8,46,8/9/1960
1960,9,15,54,15/9/1960
1960,9,22,48,22/9/1960
1960,9,29,86,29/9/1960
1960,10,6,112,6/10/1960
1960,10,13,173,13/10/1960
1960,10,20,183,20/10/1960
1960,10,27,261,27/10/1960
1960,11,3,288,3/11/1960
1960,11,10,301,10/11/1960
1960,11,17,302,17/11/1960
1960,11,24,400,24/11/1960
1960,12,1,400,1/12/1960
1960,12,8,499,8/12/1960
1960,12,15,621,15/12/1960
1960,12,22,726,22/12/1960
1960,12,31,910,31/12/1960
1961,1,7,1390,7/1/1961
1961,1,14,1310,14/1/1961
1961,1,21,1087,21/1/1961
1961,1,28,1552,28/1/1961
1961,2,4,2008,4/2/1961
1961,2,11,2797,11/2/1961
1961,2,18,3204,18/2/1961
1961,2,25,3339,25/2/1961
1961,3,4,3403,4/3/1961
1961,3,11,2986,11/3/1961
1961,3,18,3032,18/3/1961
1961,3,25,2513,25/3/1961
1961,4,1,2517,1/4/1961
1961,4,8,2857,8/4/1961
1961,4,15,2391,15/4/1961
1961,4,22,1881,22/4/1961
1961,4,29,1330,29/4/1961
1961,5,6,992,6/5/1961
1961,5,13,937,13/5/1961
1961,5,20,873,20/5/1961
1961,5,27,727,27/5/1961
1961,6,3,682,3/6/1961
1961,6,10,597,10/6/1961
1961,6,17,440,17/6/1961
1961,6,24,420,24/6/1961
1961,7,1,347,1/7/1961
1961,7,8,304,8/7/1961
1961,7,15,210,15/7/1961
1961,7,22,185,22/7/1961
1961,7,29,190,29/7/1961
1961,8,5,145,5/8/1961
1961,8,12,120,12/8/1961
1961,8,19,92,19/8/1961
1961,8,26,107,26/8/1961
1961,9,2,72,2/9/1961
1961,9,9,49,9/9/1961
1961,9,16,47,16/9/1961
1961,9,23,39,23/9/1961
1961,9,30,36,30/9/1961
1961,10,7,40,7/10/1961
1961,10,14,44,14/10/1961
1961,10,21,45,21/10/1961
1961,10,28,36,28/10/1961
1961,11,4,51,4/11/1961
1961,11,11,40,11/11/1961
1961,11,18,33,18/11/1961
1961,11,25,40,25/11/1961
1961,12,2,30,2/12/1961
1961,12,9,39,9/12/1961
1961,12,16,20,16/12/1961
1961,12,23,19,23/12/1961
1961,12,31,26,31/12/1961
1962,1,7,24,7/1/1962
1962,1,14,30,14/1/1962
1962,1,21,28,21/1/1962
1962,1,28,33,28/1/1962
1962,2,4,45,4/2/1962
1962,2,11,48,11/2/1962
1962,2,18,44,18/2/1962
1962,2,25,77,25/2/1962
1962,3,4,59,4/3/1962
1962,3,11,83,11/3/1962
1962,3,18,91,18/3/1962
1962,3,25,112,25/3/1962
1962,4,1,146,1/4/1962
1962,4,8,109,8/4/1962
1962,4,15,142,15/4/1962
1962,4,22,131,22/4/1962
1962,4,29,118,29/4/1962
1962,5,6,109,6/5/1962
1962,5,13,131,13/5/1962
1962,5,20,85,20/5/1962
1962,5,27,66,27/5/1962
1962,6,3,66,3/6/1962
1962,6,10,54,10/6/1962
1962,6,17,68,17/6/1962
1962,6,24,73,24/6/1962
1962,7,1,65,1/7/1962
1962,7,8,75,8/7/1962
1962,7,15,68,15/7/1962
1962,7,22,128,22/7/1962
1962,7,29,137,29/7/1962
1962,8,5,130,5/8/1962
1962,8,12,112,12/8/1962
1962,8,19,117,19/8/1962
1962,8,26,91,26/8/1962
1962,9,2,94,2/9/1962
1962,9,9,83,9/9/1962
1962,9,16,71,16/9/1962
1962,9,23,57,23/9/1962
1962,9,30,113,30/9/1962
1962,10,7,166,7/10/1962
1962,10,14,194,14/10/1962
1962,10,21,186,21/10/1962
1962,10,28,271,28/10/1962
1962,11,4,317,4/11/1962
1962,11,11,425,11/11/1962
1962,11,18,345,18/11/1962
1962,11,25,467,25/11/1962
1962,12,2,558,2/12/1962
1962,12,9,692,9/12/1962
1962,12,16,868,16/12/1962
1962,12,23,848,23/12/1962
1962,12,31,633,31/12/1962
1963,1,7,1370,7/1/1963
1963,1,14,1103,14/1/1963
1963,1,21,820,21/1/1963
1963,1,28,877,28/1/1963
1963,2,4,901,4/2/1963
1963,2,11,1190,11/2/1963
1963,2,18,1050,18/2/1963
1963,2,25,1250,25/2/1963
1963,3,4,1121,4/3/1963
1963,3,11,1090,11/3/1963
1963,3,18,983,18/3/1963
1963,3,25,1016,25/3/1963
1963,4,1,1199,1/4/1963
1963,4,8,1287,8/4/1963
1963,4,15,1175,15/4/1963
1963,4,22,1450,22/4/1963
1963,4,29,1332,29/4/1963
1963,5,6,1102,6/5/1963
1963,5,13,756,13/5/1963
1963,5,20,713,20/5/1963
1963,5,27,672,27/5/1963
1963,6,3,775,3/6/1963
1963,6,10,663,10/6/1963
1963,6,17,862,17/6/1963
1963,6,24,588,24/6/1963
1963,7,1,571,1/7/1963
1963,7,8,477,8/7/1963
1963,7,15,471,15/7/1963
1963,7,22,457,22/7/1963
1963,7,29,503,29/7/1963
1963,8,5,338,5/8/1963
1963,8,12,231,12/8/1963
1963,8,19,183,19/8/1963
1963,8,26,175,26/8/1963
1963,9,2,77,2/9/1963
1963,9,9,74,9/9/1963
1963,9,16,43,16/9/1963
1963,9,23,45,23/9/1963
1963,9,30,48,30/9/1963
1963,10,7,37,7/10/1963
1963,10,14,38,14/10/1963
1963,10,21,27,21/10/1963
1963,10,28,43,28/10/1963
1963,11,4,38,4/11/1963
1963,11,11,56,11/11/1963
1963,11,18,48,18/11/1963
1963,11,25,36,25/11/1963
1963,12,2,54,2/12/1963
1963,12,9,49,9/12/1963
1963,12,16,29,16/12/1963
1963,12,23,39,23/12/1963
1963,12,31,16,31/12/1963
1964,1,6,39,6/1/1964
1964,1,13,37,13/1/1964
1964,1,20,38,20/1/1964
1964,1,27,39,27/1/1964
1964,2,3,56,3/2/1964
1964,2,10,79,10/2/1964
1964,2,17,70,17/2/1964
1964,2,24,65,24/2/1964
1964,3,1,74,1/3/1964
1964,3,8,86,8/3/1964
1964,3,15,105,15/3/1964
1964,3,22,143,22/3/1964
1964,3,29,148,29/3/1964
1964,4,5,143,5/4/1964
1964,4,12,121,12/4/1964
1964,4,19,125,19/4/1964
1964,4,26,100,26/4/1964
1964,5,2,110,2/5/1964
1964,5,9,147,9/5/1964
1964,5,16,179,16/5/1964
1964,5,23,175,23/5/1964
1964,5,30,239,30/5/1964
1964,6,6,229,6/6/1964
1964,6,13,256,13/6/1964
1964,6,20,235,20/6/1964
1964,6,27,330,27/6/1964
1964,7,3,327,3/7/1964
1964,7,10,375,10/7/1964
1964,7,17,318,17/7/1964
1964,7,24,423,24/7/1964
1964,7,31,512,31/7/1964
1964,8,7,408,7/8/1964
1964,8,14,347,14/8/1964
1964,8,21,260,21/8/1964
1964,8,28,187,28/8/1964
1964,9,3,180,3/9/1964
1964,9,10,149,10/9/1964
1964,9,17,160,17/9/1964
1964,9,24,132,24/9/1964
1964,10,1,132,1/10/1964
1964,10,8,194,8/10/1964
1964,10,15,238,15/10/1964
1964,10,22,247,22/10/1964
1964,10,29,299,29/10/1964
1964,11,4,316,4/11/1964
1964,11,11,469,11/11/1964
1964,11,18,539,18/11/1964
1964,11,25,563,25/11/1964
1964,12,2,679,2/12/1964
1964,12,9,695,9/12/1964
1964,12,16,810,16/12/1964
1964,12,23,666,23/12/1964
1964,12,31,1157,31/12/1964
1965,1,7,1172,7/1/1965
1965,1,14,1042,14/1/1965
1965,1,21,959,21/1/1965
1965,1,28,1071,28/1/1965
1965,2,4,1375,4/2/1965
1965,2,11,1819,11/2/1965
1965,2,18,1745,18/2/1965
1965,2,25,1848,25/2/1965
1965,3,4,1900,4/3/1965
1965,3,11,1444,11/3/1965
1965,3,18,1540,18/3/1965
1965,3,25,1089,25/3/1965
1965,4,1,3946,1/4/1965
1965,4,8,3152,8/4/1965
1965,4,15,2358,15/4/1965
1965,4,22,2431,22/4/1965
1965,4,29,2337,29/4/1965
1965,5,6,1708,6/5/1965
1965,5,13,1382,13/5/1965
1965,5,20,1101,20/5/1965
1965,5,27,991,27/5/1965
1965,6,3,959,3/6/1965
1965,6,10,773,10/6/1965
1965,6,17,855,17/6/1965
1965,6,24,710,24/6/1965
1965,7,1,629,1/7/1965
1965,7,8,529,8/7/1965
1965,7,15,494,15/7/1965
1965,7,22,417,22/7/1965
1965,7,29,398,29/7/1965
1965,8,5,424,5/8/1965
1965,8,12,288,12/8/1965
1965,8,19,249,19/8/1965
1965,8,26,183,26/8/1965
1965,9,2,136,2/9/1965
1965,9,9,120,9/9/1965
1965,9,16,113,16/9/1965
1965,9,23,99,23/9/1965
1965,9,30,101,30/9/1965
1965,10,7,141,7/10/1965
1965,10,14,135,14/10/1965
1965,10,21,164,21/10/1965
1965,10,28,170,28/10/1965
1965,11,4,261,4/11/1965
1965,11,11,184,11/11/1965
1965,11,18,153,18/11/1965
1965,11,25,133,25/11/1965
1965,12,2,151,2/12/1965
1965,12,9,185,9/12/1965
1965,12,16,140,16/12/1965
1965,12,23,185,23/12/1965
1965,12,31,228,31/12/1965
1966,1,7,242,7/1/1966
1966,1,14,269,14/1/1966
1966,1,21,205,21/1/1966
1966,1,28,249,28/1/1966
1966,2,4,383,4/2/1966
1966,2,11,388,11/2/1966
1966,2,18,397,18/2/1966
1966,2,25,427,25/2/1966
1966,3,4,376,4/3/1966
1966,3,11,477,11/3/1966
1966,3,18,392,18/3/1966
1966,3,25,418,25/3/1966
1966,4,1,533,1/4/1966
1966,4,8,387,8/4/1966
1966,4,15,510,15/4/1966
1966,4,22,605,22/4/1966
1966,4,29,525,29/4/1966
1966,5,6,459,6/5/1966
1966,5,13,429,13/5/1966
1966,5,20,456,20/5/1966
1966,5,27,621,27/5/1966
1966,6,3,479,3/6/1966
1966,6,10,752,10/6/1966
1966,6,17,609,17/6/1966
1966,6,24,714,24/6/1966
1966,7,1,717,1/7/1966
1966,7,8,839,8/7/1966
1966,7,15,781,15/7/1966
1966,7,22,812,22/7/1966
1966,7,29,855,29/7/1966
1966,8,5,978,5/8/1966
1966,8,12,965,12/8/1966
1966,8,19,828,19/8/1966
1966,8,26,600,26/8/1966
1966,9,2,403,2/9/1966
1966,9,9,401,9/9/1966
1966,9,16,327,16/9/1966
1966,9,23,340,23/9/1966
1966,9,30,344,30/9/1966
1966,10,7,449,7/10/1966
1966,10,14,694,14/10/1966
1966,10,21,889,21/10/1966
1966,10,28,1031,28/10/1966
1966,11,4,1058,4/11/1966
1966,11,11,1238,11/11/1966
1966,11,18,1343,18/11/1966
1966,11,25,1727,25/11/1966
1966,12,2,2177,2/12/1966
1966,12,9,2498,9/12/1966
1966,12,16,2527,16/12/1966
1966,12,23,2861,23/12/1966
1966,12,31,3361,31/12/1966
1967,1,7,5105,7/1/1967
1967,1,14,3994,14/1/1967
1967,1,21,3563,21/1/1967
1967,1,28,3357,28/1/1967
1967,2,4,4402,4/2/1967
1967,2,11,4967,11/2/1967
1967,2,18,5245,18/2/1967
1967,2,25,5464,25/2/1967
1967,3,4,4933,4/3/1967
1967,3,11,4084,11/3/1967
1967,3,18,3871,18/3/1967
1967,3,25,2730,25/3/1967
1967,4,1,3295,1/4/1967
1967,4,8,3034,8/4/1967
1967,4,15,2023,15/4/1967
1967,4,22,1512,22/4/1967
1967,4,29,1175,29/4/1967
1967,5,6,1087,6/5/1967
1967,5,13,912,13/5/1967
1967,5,20,937,20/5/1967
1967,5,27,887,27/5/1967
1967,6,3,622,3/6/1967
1967,6,10,652,10/6/1967
1967,6,17,511,17/6/1967
1967,6,24,419,24/6/1967
1967,7,1,342,1/7/1967
1967,7,8,388,8/7/1967
1967,7,15,359,15/7/1967
1967,7,22,281,22/7/1967
1967,7,29,198,29/7/1967
1967,8,5,291,5/8/1967
1967,8,12,190,12/8/1967
1967,8,19,185,19/8/1967
1967,8,26,110,26/8/1967
1967,9,2,78,2/9/1967
1967,9,9,75,9/9/1967
1967,9,16,70,16/9/1967
1967,9,23,49,23/9/1967
1967,9,30,79,30/9/1967
1967,10,7,53,7/10/1967
1967,10,14,72,14/10/1967
1967,10,21,67,21/10/1967
1967,10,28,77,28/10/1967
1967,11,4,77,4/11/1967
1967,11,11,51,11/11/1967
1967,11,18,51,18/11/1967
1967,11,25,47,25/11/1967
1967,12,2,48,2/12/1967
1967,12,9,51,9/12/1967
1967,12,16,40,16/12/1967
1967,12,23,31,23/12/1967
1967,12,31,22,31/12/1967
1968,1,6,47,6/1/1968
1968,1,13,35,13/1/1968
1968,1,20,32,20/1/1968
1968,1,27,38,27/1/1968
